timestamp_ros,elapsed_time,ai_enabled,error_x,error_y,error_yaw,acc_x,acc_y,acc_z,gyro_z,linear_x,angular_z,yaw_odom,yaw_filtered,yaw_diff,acc_y_mul_gyro_z,gyro_z_mul_linear_x,cmd_linear_x,cmd_angular_z,delta_angular_z,delta_cmd_angular_z
1744469162.339515,31.79646372795105,1,-0.10844396673658001,0.021892137303295055,0.003592504077808777,1.84,-1.74,7.58,0.48333333333333334,0.23735699815045194,0.6834692904488487,4.299704649645518,4.299704649645518,0.0,-0.841,0.11472254910605177,0.2,0.6018353866884046,3.368344224898862,8.15144117745127
1744469162.4910877,31.948010206222534,1,-0.24492427066344302,0.17276311029673003,0.10034550107028366,0.21,-0.8,9.76,0.8022222222222222,0.23642008504562612,0.6807714498966116,4.443657439781839,4.342890486686414,0.10076695309542494,-0.6417777777777778,0.18966144600326895,0.202974339988257,0.6000000000000001,-4.1692643125880595,-0.09208006565221293
1744469162.6962266,32.15314793586731,1,-0.2869280160319285,0.1738933923914458,0.18420951490748888,-0.66,-0.45,12.05,0.8322222222222222,0.2732422999045781,0.7696966194496162,4.59527984578608,4.418607294416314,0.17667255136976578,-0.3745,0.22739831403169888,0.23203079293762022,0.6,0.05444537179988949,-5.570910744457808e-15
1744469162.9169247,32.37390899658203,1,-0.3051469125793981,0.14688141799568014,0.2193870646120517,0.69,-2.25,8.72,0.6644444444444444,0.35135601844749426,0.6795197329654774,4.74336242908205,4.516033834816035,0.22732859426601504,-1.4949999999999999,0.23345655447955727,0.3,0.5632041274817124,-1.2161169191530794,-1.8426949791883787
1744469163.0887556,32.545732498168945,1,-0.19178498124872473,0.11885354341066044,0.8439633187698778,-0.4,-0.91,14.25,0.5511111111111111,0.3619868812231,0.5024516824487962,4.8684361647742636,4.621754533803504,0.2466816309707598,-0.5015111111111111,0.19949499231850845,0.3,0.29572391143795823,-1.5068068919685922,-13.400061393800778
1744469163.2863407,32.74331736564636,1,-0.3151773535944826,0.14414836248019647,0.18615033765564618,-0.84,-0.88,9.51,0.21333333333333335,0.3682270518032773,0.1778158801465438,4.929793091717615,4.714166101177737,0.215626990539878,-0.18773333333333334,0.07855510438469916,0.3,0.05286578582277704,1.5677317044018741,-12.199489894250775
1744469163.482274,32.93924951553345,1,-0.2956882711406664,0.17945559155429266,0.1466299576399436,-1.2,-0.5,14.31,-0.11555555555555555,0.36931513308447056,-0.17834131175095996,4.928613150814856,4.778500216068873,0.15011293474598286,0.057777777777777775,-0.042676415378649926,0.3,-0.18649767551933652,-3.063456731674637,-12.059472238904906
1744469163.7286272,33.185343980789185,1,-0.2394110591029516,0.1703624892407021,0.08610858419913318,0.36,-1.88,10.79,-0.3233333333333333,0.3703471365381495,-0.3820283892083089,4.871975987482532,4.8065429474929715,0.06543303998956063,0.6078666666666666,-0.11974557414733498,0.3,-0.3349002808815594,0.06325943959362541,-7.392027091992076
1744469163.8873718,33.34435558319092,1,-0.18775462104051022,0.04317458864488426,-0.01259269250774186,0.05,-0.2,7.53,-0.45666666666666667,0.36637972955049264,-0.47179683483360935,4.782890449324404,4.799447198042402,-0.016556748717997394,0.09133333333333334,-0.1673134098280583,0.3,-0.37334309943763166,1.5027803617707935,-1.9213869045270824
1744469164.105137,33.56206727027893,1,-0.1815423790936201,0.05779376957296775,-0.06463366310986605,-0.17,-2.07,8.13,-0.40555555555555556,0.3669525599964341,-0.4134676732352585,4.6955748225204035,4.768285485385802,-0.07271066286539885,0.8394999999999999,-0.14881964933188718,0.3,-0.3135320419448633,-1.59036895431678,2.9940535361405978
1744469164.3171637,33.77415609359741,1,-0.15808740707810914,0.025345141302170096,-0.07830083144153735,-0.48,-0.65,10.78,-0.37555555555555553,0.3564341687315709,-0.4134281990257485,4.6135689297788085,4.721870518703704,-0.1083015889248955,0.2441111111111111,-0.13386083225696774,0.3,-0.33056754112959313,-2.3155456684675473,-0.8527109622706776
1744469164.507984,33.964940547943115,1,-0.13397474048049557,-0.05317051938068853,-0.12241234083578956,0.32,-0.69,10.48,-0.2877777777777778,0.37759915845746933,-0.23636880028636575,4.5463122983216815,4.669203052589097,-0.12289075426741558,0.19856666666666667,-0.10866464671164952,0.3,-0.17443039957483983,-0.5331475514090634,7.819355207895549
1744469164.6870167,34.14399766921997,1,-0.1219394956714285,-0.0044177077139881,-0.08006456846931495,0.26,-2.33,11.47,-0.1,0.3854167969666582,0.06203892104100711,4.516813775752763,4.623486269538197,-0.10667249378543353,0.233,-0.038541679696665825,0.3,0.09975941106623679,6.357747399845374,14.416529854223414
1744469164.8891432,34.34610342979431,1,-0.13382678321124078,-0.0004919143912881663,-0.05923480331986391,1.56,-1.89,12.76,0.17333333333333334,0.3681432796639241,0.35555085359881133,4.548082209675808,4.60086505157948,-0.05278284190367177,-0.3276,0.06381150180841351,0.3,0.30161066769647504,3.793671454621534,10.13716408742214
1744469165.083409,34.54034113883972,1,-0.12756023649692827,0.0027903511350924073,0.02147864228568132,-0.26,1.43,7.08,0.5211111111111111,0.36478873978946486,0.5284665848053904,4.628908161514645,4.60927798456003,0.019630176954615663,0.7451888888888888,0.19009546551251,0.3,0.45631915740927553,2.3736169530670312,7.698812804607676
1744469165.3107145,34.767632484436035,1,-0.24430036002632824,0.17194594331117385,0.09878714742749888,-0.72,-1.23,15.11,0.5677777777777778,0.38439525091477456,0.5568703836192771,4.737462724568264,4.6477334065625,0.08972931800576411,-0.6983666666666667,0.218251081352722,0.3,0.43438687054371206,1.1828699623922019,-1.1500847464478827
1744469165.4891284,34.94610047340393,1,-0.2691472924929933,0.17920378770599124,0.1257993044112541,-0.11,-1.02,8.87,0.43555555555555553,0.3812346238382382,0.4046581024613674,4.830088085434669,4.702439810224151,0.12764827521051814,-0.44426666666666664,0.16604885838287706,0.3,0.3271052730044231,3.488007697788905,-5.660376548027295
